producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,type
Gerard Bertrand,France,Southern France,Languedoc Roussillon,Coteaux du Languedoc,,Grenache,Cinsault,Syrah & Shiraz,,,,Rose
Au Bon Climat,USA,California,Santa Barbara County,Santa Maria Valley,,Pinot Noir,,,,,,Red
Au Bon Climat,USA,California,Santa Barbara County,,,Pinot Noir,,,,,,Red
Bodegas Castano,Spain,Yecla,,,,Monastrell,Garnacha Tintorera,Cabernet Sauvignon,Syrah & Shiraz,Merlot,,Red
Cantine Povero,Italy,Piemonte,,,,Moscato,,,,,,White
Cantine Povero,Italy,Piemonte,,,,Freisa,,,,,,Red
Cantine Povero,Italy,Piemonte,,,,Chardonnay,,,,,,White
Cantine Povero,Italy,Piemonte,,,,Barbera,,,,,,Red
Cantine Povero,Italy,Piemonte,,,,Barbera,,,,,,Red
Cantine Povero,Italy,Piemonte,,,,Barbera,,,,,,Red
Cantine Povero,Italy,Piemonte,,,,Nebbiolo,,,,,,Red
Cantine Povero,Italy,Piemonte,,,,Arneis,,,,,,White
Barnett Vineyards,USA,California,Mendocino County,Anderson Valley,,Pinot Noir,,,,,,Red
Domaine Aleth Le Royer Girardin,France,Rhone,ChateauneufduPape,,,Grenache,Cinsault,Syrah & Shiraz,mourvedre,,,Red
Domaine Saint Prefert,France,Rhone,ChateauneufduPape,,,Grenache,Syrah & Shiraz,Cinsault,,,,Red
Domaine Saint Prefert,France,Rhone,Cotes du Rhone,,,Grenache,Cinsault,,,,,Red
Grandes Serres,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
Grandes Serres,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,Cinsault,mourvedre,,,Red
Grandes Serres,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
Grandes Serres,France,Rhone,Cotes du Rhone,,,Grenache Blanc,Clairette Blanche,Rousaanne,Marsanne,Viognier,,White
Grandes Serres,France,Rhone,Tavel,,,Grenache,Cinsault,Syrah & Shiraz,Carignan,mourvedre,Clairette Blanche,Rose
Grandes Serres,France,Rhone,Vacqueyras,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
Grandes Serres,France,Rhone,Gigondas,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
Grandes Serres,France,Rhone,ChateauneufduPape,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
Bodegas Palacio,Spain,Rioja,,,,Tempranillo,,,,,,Red
Podere Elisa,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,Colorino,,,,Red
Schild Estate,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,Red
Rivetto,Italy,Piemonte,Langhe,,,Nascetta,,,,,,White
Rivetto,Italy,Piemonte,Alba,,,Barbera,,,,,,Red
Rivetto,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Andrew Will Winery,USA,Washington State,Columbia Valley,,,Cabernet Sauvignon,Cabernet Franc,,,,,Red
Walla Faces,USA,Washington State,Columbia Valley,Walla Walla Valley,,Cabernet Sauvignon,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,,,Pinot Noir,,,,,,Red
Domaine Odoul Coquard,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,Red
Domaine Odoul Coquard,France,Bourgogne,Cote de Nuits,MoreyStDenis,,Pinot Noir,,,,,,Red
Domaine Odoul Coquard,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,Red
Domaine Odoul Coquard,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,Red
Domaine Odoul Coquard,France,Bourgogne,Cote de Nuits,MoreyStDenis,,Pinot Noir,,,,,,Red
RD   Step RD Winery,Australia,South Eastern Australia,,,,Syrah & Shiraz,,,,,,Red
RD   Step RD Winery,Australia,South Eastern Australia,,,,Cabernet Sauvignon,Merlot,,,,,Red
RD   Step RD Winery,Australia,South Eastern Australia,,,,Chardonnay,Semillon,,,,,White
RD   Step RD Winery,Australia,South Eastern Australia,,,,Chardonnay,Colombard,Frontignac,Pinot Gris,Riesling,Sauvignon blanc,Sparkling
Domaine Gauby,France,Southern France,Languedoc Roussillon,Ctes du Roussillon Villages,,Grenache Noir,Carignan,mourvedre,Syrah & Shiraz,,,Red
Domaine Gauby,France,Southern France,Languedoc Roussillon,Ctes du Roussillon Villages,,Grenache Noir,Carignan,mourvedre,Syrah & Shiraz,,,Red
Domaine de Montcalmes,France,Southern France,Languedoc Roussillon,Coteaux du Languedoc,,Rousaanne,Marsanne,,,,,White
Domaine de la Rectorie,France,Southern France,Languedoc Roussillon,Banyuls,,Grenache,Carignan,,,,,Red
JeanLuc Baldes,France,Southwest France,Cahors,,,Malbec,,,,,,Red
Vina Koyle,Chile,Rapel Valley,Colchagua Valley,,,Malbec,Cabernet Sauvignon,Carmenere,Syrah & Shiraz,Petit Verdot,,Red
Napier,the Republic of South Africa,Western Cape,,,,Cabernet Sauvignon,,,,,,Red
Napier,the Republic of South Africa,Western Cape,,,,Chenin Blanc,Sauvignon blanc,,,,,White
Domaine lafage,France,Southern France,Languedoc Roussillon,,,Muscatel,Viognier,,,,,White
Domaine lafage,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,Grenache,,,,,Red
The Grape Grinder,the Republic of South Africa,Western Cape,,,,Chenin Blanc,,,,,,White
Luis Felipe Edwards,Chile,Aconcagua,Leyda Valley,,,Syrah & Shiraz,,,,,,Red
Champagne Dosnon,France,Champagne,Cote des Bar,,,Chardonnay,,,,,,Sparkling
Bodegas Beronia,Spain,Rioja,,,,Tempranillo,,,,,,Red
Establecimiento Juanico,Uruguay,,,,,Tannat,,,,,,Red
Millaman,Chile,Maule Valley,,,,Carmenere,,,,,,Red
TardieuLaurent,France,Rhone,Cotes du Rhone,,,Viognier,Marsanne,Rousaanne,Clairette,Grenache Blanc,,White
TardieuLaurent,France,Rhone,Cotes du Rhone,,,Rousaanne,Clairette,Grenache,Grenache Blanc,Marsanne,Viognier,White
TardieuLaurent,France,Rhone,Cotes du Rhone,,,Grenache,Etc,,,,,Red
TardieuLaurent,France,Rhone,Cotes du Rhone,Rasteau,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
TardieuLaurent,France,Rhone,Vacqueyras,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
TardieuLaurent,France,Rhone,Gigondas,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
TardieuLaurent,France,Rhone,ChateauneufduPape,,,Grenache Blanc,Rousaanne,Clairette,Bourboulenc,,,White
TardieuLaurent,France,Rhone,ChateauneufduPape,,,Grenache,,,,,,Red
TardieuLaurent,France,Rhone,SaintPeray,,,Marsanne,Rousaanne,,,,,White
TardieuLaurent,France,Rhone,Cornas,,,Syrah & Shiraz,,,,,,Red
TardieuLaurent,France,Rhone,SaintJoseph,,,Syrah & Shiraz,,,,,,Red
TardieuLaurent,France,Rhone,CrozesHermitage,,,Syrah & Shiraz,,,,,,Red
TardieuLaurent,France,Rhone,Hermitage,,,Syrah & Shiraz,,,,,,Red
Alexis Lichine,France,Bordeaux,,,,Sauvignon blanc,Semillon,,,,,White
Luis Felipe Edwards,Chile,Maule Valley,,,,Carignan,,,,,,Red
Luis Felipe Edwards,Chile,Rapel Valley,Colchagua Valley,,,Chardonnay,,,,,,White
Diamond Valley,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,Merlot,,,,,Red
Diamond Valley,Australia,South Australia,Coonawarra,,,Syrah & Shiraz,,,,,,Red
Diamond Valley,Australia,South Australia,Coonawarra,,,Chardonnay,,,,,,White
Cornerstone Cellars,USA,California,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Santa Ema,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,Red
Philippe Gonet,France,Champagne,,,,Chardonnay,,,,,,Sparkling
Philippe Gonet,France,Champagne,,,,Chardonnay,,,,,,Sparkling
Fernando Castro,Spain,La Mancha,,,,Tempranillo,,,,,,Red
Terroir et Vignoble,France,Southern France,Languedoc Roussillon,,,Merlot,Syrah & Shiraz,,,,,Red
Torre Oria,Spain,Valencia,,,,Syrah & Shiraz,Tempranillo,,,,,Red
Torre Oria,Spain,Valencia,,,,Tempranillo,Cabernet Sauvignon,,,,,Red
Colimoro,Italy,Abruzzo,,,,Montepulciano,,,,,,Red
Eleve,France,Southern France,Languedoc Roussillon,,,Carignan,,,,,,Red
CARMIM GROUP,Portugal,Vinho Verde,,,,Azal Blanco,Arinto,Loureiro,,,,Sparkling
CARMIM GROUP,Portugal,Alentejo,,,,Siria,Rabo de Ovelha,Antao Vaz,,,,White
Vina Tabali,Chile,Coquimbo,Limari Valley,,,Sauvignon blanc,,,,,,White
Michael David Winery,USA,California,,,,Petite Sirah,Petit Verdot,,,,,Red
Michael David Winery,USA,California,,,,Zinfandel,Petite Sirah,,,,,Red
Michael David Winery,USA,California,,,,Cabernet Sauvignon,Petite Sirah,,,,,Red
B   B Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Sangiovese,Petite Sirah,Syrah & Shiraz,,,Red
B   B Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Syrah & Shiraz,,,,,Red
B   B Cellars,USA,California,Napa County,Napa Valley,,Chardonnay,Sauvignon blanc,Viognier,,,,White
B   B Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Chamisal Vineyards,USA,California,,,,Chardonnay,,,,,,White
Carter Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,,,,,Red
Carter Cellars,USA,California,Napa County,Napa Valley,,Merlot,,,,,,Red
Pine Ridge Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Syrah & Shiraz,Malbec,Cabernet Franc,Merlot,Petit Verdot,Red
Pine Ridge Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Petit Verdot,Malbec,Merlot,,,Red
Pine Ridge Vineyards,USA,California,Napa County,Napa Valley,,Chenin Blanc,Viognier,,,,,White
Chasing Lions,USA,California,,,,Cabernet Sauvignon,Merlot,,,,,Red
Raul Perez,Spain,Bierzo,,,,Mencia,,,,,,Red
Raul Perez,Spain,Bierzo,,,,Mencia,,,,,,Red
Emendis,Spain,Penedes,,,,Pinot Noir,,,,,,Sparkling
Boutinot,France,Southern France,Languedoc Roussillon,,,Syrah & Shiraz,,,,,,Rose
Chateau Sainte Barbe,France,Bordeaux,,,,Merlot,,,,,,Red
Chateau Suduiraut 1st Cru Classe  Sauternes,France,Bordeaux,Sauternes,,,Semillon,Sauvignon blanc,,,,,White
Chateau Teyssier,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Franc,,,,,Red
Chateau Teyssier,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Franc,,,,,Red
Soho,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,White
Soho,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,White
Soho,New Zealand,South Island,Marlborough,,,Pinot Noir,,,,,,Red
Soho,USA,California,,,,Sauvignon blanc,Semillon,,,,,White
Spottswoode,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,,,,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Grenache,,,,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,,,,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Grenache,,,,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,,,,,,,
Sine Qua Non,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,,,,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Grenache,,,,,,Red
Amuse Bouche,USA,California,Napa County,Napa Valley,,,,,,,,
Au sommet,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Petit Verdot,,,,,Red
Borie Manoux,France,Bordeaux,PessacLeognan,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Oveja Negra,Chile,Maule Valley,,,,Chardonnay,Viognier,,,,,White
Oveja Negra,Chile,Maule Valley,,,,Carmenere,Merlot,,,,,Red
Oveja Negra,Chile,Maule Valley,,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,Red
Oveja Negra,Chile,Maule Valley,,,,Carignan,Syrah & Shiraz,Carmenere,Petit Verdot,,,Red
Kistler Vineyards,USA,California,Sonoma County,Sonoma Coast,,Pinot Noir,,,,,,Red
Kistler Vineyards,USA,California,Sonoma County,Sonoma Coast,,Pinot Noir,,,,,,Red
Walter Hansel Winery,USA,California,Sonoma County,Russian River Valley,,Chardonnay,,,,,,White
Walter Hansel Winery,USA,California,Sonoma County,,,Pinot Noir,,,,,,Red
Machiavelli,Italy,Toscana,Chianti,,,Sangiovese,Etc,,,,,Red
Machiavelli,Italy,Toscana,Chianti,,,Sangiovese Grosso,,,,,,Red
Fratelli Ponte,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Aviary,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Aviary,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Zinfandel,Merlot,Petite Sirah,,,Red
Walter Hansel Winery,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,Red
Walter Hansel Winery,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,Red
Aviary,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Petite Sirah,,,,Red
Longview,Australia,South Australia,Adelaide Hills,,,Chardonnay,,,,,,White
Longview,Australia,South Australia,Adelaide Hills,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,Red
Longview,Australia,South Australia,Adelaide Hills,,,Cabernet Sauvignon,,,,,,Red
Longview,Australia,South Australia,Adelaide Hills,,,Syrah & Shiraz,,,,,,Red
Longview,Australia,South Australia,Adelaide Hills,,,Syrah & Shiraz,,,,,,Red
Williams Selyem Winery,USA,California,Sonoma County,,,Pinot Noir,,,,,,Red
Williams Selyem Winery,USA,California,Sonoma County,,,Pinot Noir,,,,,,Red
Williams Selyem Winery,USA,California,Sonoma County,,,Pinot Noir,,,,,,Red
Williams Selyem Winery,USA,California,Sonoma County,,,Pinot Noir,,,,,,Red
Vina Aresti,Chile,Rapel Valley,Colchagua Valley,,,Cabernet Sauvignon,Syrah & Shiraz,Petit Verdot,,,,Red
Williams Selyem Winery,USA,California,Sonoma County,,,Pinot Noir,,,,,,Red
Williams Selyem Winery,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,Red
Dourthe  Vins  Vignobles Dourthe,France,Bordeaux,HautMedoc,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Compagnie Vinicole Edmond de Rothschild,France,Bordeaux,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Canard Duchene,France,Champagne,,,,,,,,,,
Canard Duchene,France,Champagne,,,,Pinot Noir,Pinot Meunier,Chardonnay,,,,Sparkling
Chilensis,Chile,Central Valley,,,,Chardonnay,,,,,,White
Chilensis,Chile,Central Valley,,,,Sauvignon blanc,,,,,,White
Chilensis,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,Red
Bava Azienda Vinicola Bava,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Chilensis,Chile,Central Valley,,,,Merlot,,,,,,Red
Chilensis,Chile,Central Valley,,,,Carmenere,,,,,,Red
Cap Royal,France,Bordeaux,,,,Sauvignon blanc,,,,,,White
Cap Royal,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,,,,,Red
Sensi Sensi vini,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,,,,,Red
Sensi Sensi vini,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,,,,,Red
Planeta Wines,Italy,Sicilia,,,,Fiano,,,,,,White
Planeta Wines,Italy,Sicilia,,,,Nero d'Avola,,,,,,Red
Medici Ermete Cantina Medici Ermete,Italy,EmiliaRomagna,,,,Lambrusco Grasparossa,,,,,,Sparkling
Medici Ermete Cantina Medici Ermete,Italy,EmiliaRomagna,,,,Lambrusco Salamino,Lambrusco Marani,,,,,Sparkling
Chateau Tour de Goupin,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Chateau Tour de Goupin,France,Bordeaux,SainteFoyBordeaux,,,Cabernet Franc,Merlot,Cabernet Sauvignon,,,,Red
Chateau La Rose Figeac,France,Bordeaux,Pomerol,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Chateau SaintRoch,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,Cinsault,,,,Red
Domaine Habrard,France,Rhone,CrozesHermitage,,,Syrah & Shiraz,,,,,,Red
Chateau de SaintMartin,France,Southern France,Provence,,,Clairette,Rolle,Ugni​ blanc,,,,White
Chateau de SaintMartin,France,Southern France,Provence,,,Grenache,Tibouren,Cinsault,Carignan,Syrah & Shiraz,,Rose
Chateau de SaintMartin,France,Southern France,Provence,,,Grenache,Tibouren,Cinsault,Carignan,Syrah & Shiraz,,Red
Paolo Scavino,Italy,Piemonte,,,,Nebbiolo,Barbera,Dolcetto,Cabernet Sauvignon,,,Red
Chateau Ste Michelle,USA,Washington State,Columbia Valley,,,Merlot,Syrah & Shiraz,,,,,Red
Chateau Ste Michelle,USA,Washington State,Columbia Valley,,,Syrah & Shiraz,Viognier,mourvedre,Grenache,,,Red
Chateau Ste Michelle,USA,Washington State,Columbia Valley,,,Chardonnay,,,,,,White
Pillitteri Estate,Canada,Cabernet Franc,,,,,,,,,,Red
Pillitteri Estate,Canada,Bear River,Niagara Peninsula,,,Vidal,,,,,,White
Vina Morande,Chile,Maule Valley,,,,Carignan,Syrah & Shiraz,Chardonnay,,,,Red
Santa Helena Vina Santa Helena,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,Red
Santa Helena Vina Santa Helena,Chile,Central Valley,,,,Carmenere,,,,,,Red
Santa Helena Vina Santa Helena,Chile,Central Valley,,,,Chardonnay,,,,,,White
Thunevin,France,Southern France,Languedoc Roussillon,,,Grenache,Syrah & Shiraz,Carignan,,,,Red
Thunevin,France,Bordeaux,Fronsac,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Cousino Macul,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,Red
Caliterra,Chile,Central Valley,,,,Sauvignon blanc,,,,,,White
Veranda Winery,Chile,Aconcagua,Casablanca Valley,,,Pinot Noir,,,,,,Red
Jean Jacques Confuron,France,Bourgogne,Cote de Nuits,,,Chardonnay,,,,,,White
Jean Jacques Confuron,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,Red
Jean Jacques Confuron,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,Red
Jean Jacques Confuron,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,Red
Veranda Winery,Chile,Maipo Valley,,,,Carmenere,,,,,,Red
Veranda Winery,Chile,Rapel Valley,Colchagua Valley,,,Syrah & Shiraz,,,,,,Red
Veranda Winery,Chile,Aconcagua,Casablanca Valley,,,Chardonnay,,,,,,White
Bodegas Castano,Spain,Yecla,,,,Monastrell,Syrah & Shiraz,,,,,Red
Bodegas Castano,Spain,Yecla,,,,Macabeo,,,,,,White
Bodegas Pinord,Spain,,,,,Blend,,,,,,Etc
Agricola Gian Piero Marrone,Italy,Piemonte,,,,Cortese,,,,,,White
Agricola Gian Piero Marrone,Italy,Piemonte,,,,Arneis,Chardonnay,,,,,White
Agricola Gian Piero Marrone,Italy,Piemonte,,,,Chardonnay,,,,,,White
Agricola Gian Piero Marrone,Italy,Piemonte,,,,Favorita,,,,,,White
Bodegas Medrano Irazu,Spain,Rioja,,,,Garnacha,,,,,,Red
Bodegas Medrano Irazu,Spain,Rioja,,,,Viura,,,,,,White
Rupert Rothschild Vignerons,the Republic of South Africa,Western Cape,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Chteau Sigalas Rabaud  1st Grand Cru Classe  Sauternes,France,Bordeaux,Sauternes,,,Semillon,Sauvignon blanc,,,,,White
Chateau Les Ormes de Pez,France,Bordeaux,Saint Estephe,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Vina Morande,Chile,Central Valley,,,,Chardonnay,,,,,,White
Vina Morande,Chile,Central Valley,,,,Sauvignon blanc,,,,,,White
Vina Morande,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,Red
Vina Morande,Chile,Central Valley,,,,Merlot,,,,,,Red
Olivares,Spain,Ribera del Guadiana,,,,Tempranillo,,,,,,Red
Vina Morande,Chile,Aconcagua,Casablanca Valley,,,Chardonnay,,,,,,White
Olivares,Spain,Ribera del Guadiana,,,,Pardina,,,,,,White
Vina Morande,Chile,Aconcagua,Casablanca Valley,,,Sauvignon blanc,,,,,,White
Vina Morande,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,Red
Olivares,Spain,Ribera del Guadiana,,,,Tempranillo,,,,,,Red
Vina Morande,Chile,Maipo Valley,,,,Carmenere,,,,,,Red
Olivares,Spain,Ribera del Guadiana,,,,Pardina,,,,,,White
Vina Morande,Chile,Aconcagua,Casablanca Valley,,,Chardonnay,,,,,,White
Vina Morande,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,Red
Vina Morande,Chile,Maipo Valley,,,,Merlot,,,,,,Red
Vina Morande,Chile,Maipo Valley,,,,Syrah & Shiraz,,,,,,Red
Vina Morande,Chile,Aconcagua,Casablanca Valley,,,Pinot Noir,,,,,,Red
Vina Morande,Chile,Maipo Valley,,,,Cabernet Franc,,,,,,Red
Three Oak Cider,Australia,South Australia,,,,Apple,,,,,,Etc
Three Oak Cider,Australia,South Australia,,,,Pear,,,,,,Etc
JAQK Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,,,Red
JAQK Cellars,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,,,,,Red
Bodegas Fernando Castro,Spain,La Mancha,,,,Tempranillo,,,,,,Red
Empson Neil  Maria Empson,Italy,Toscana,,,,Sangiovese,Merlot,Cabernet Sauvignon,,,,Red
Poderi Colla,Italy,Piemonte,Langhe,,,Pinot Nero,,,,,,Red
Perez Cruz,Chile,Maipo Valley,,,,Petit Verdot,Carmenere,Malbec,,,,Red
Fairview,the Republic of South Africa,Coastal Region,Paarl,,,Pinotage,,,,,,Red
Bodegas Berberana,Spain,,,,,Tempranillo,,,,,,Red
Fantini Group,Italy,Abruzzo,,,,Pecorino,,,,,,White
Vina Mayu,Chile,Coquimbo,Elqui Valley,,,Cabernet Sauvignon,,,,,,Red
Fantini Group,Italy,Abruzzo,,,,Montepulciano,,,,,,Red
Fantini Group,Italy,Abruzzo,,,,Montepulciano,,,,,,Red
Vesevo,Italy,Campania,,,,Aglianico,,,,,,Red
Chateau de Pibarnon,France,Southern France,Provence,,,mourvedre,Cinsault,,,,,Rose
JL Vergnon,France,Champagne,,,,Chardonnay,,,,,,Sparkling
Bodegas Lopez Morenas SL,Spain,,,,,Moscato,,,,,,Sparkling
Bohigas,Spain,Catalunya,Xarello,,,Macabeo,Parellada,,,,,Sparkling
Sieur dArques,France,Southern France,Languedoc Roussillon,Limoux,,Mauzac,,,,,,Sparkling
Marramiero,Italy,Abruzzo,,,,Montepulciano,,,,,,Red
Terredavino,Italy,Piemonte,Asti,,,Moscato,,,,,,White
Lacheteau La Cheteau,France,Southern France,Languedoc Roussillon,,,Chardonnay,,,,,,White
Lacheteau La Cheteau,France,Southern France,Languedoc Roussillon,,,Cabernet Sauvignon,,,,,,Red
Castell del Remei,Spain,Catalunya,,,,Cabernet Sauvignon,Tempranillo,Garnacha,Merlot,Syrah & Shiraz,,Red
Union des Vignerons des Cotes du Rhone,France,Cabernet Sauvignon,,,,,,,,,,Red
Casa Vitivinicola Tinazzi,Italy,,,,,Brachetto,Freisa,,,,,Sparkling
Chateau Garveron,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,Red
Torrebruna,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,Ciliegiolo,,,,Red
Evening Land Vineyards,USA,Oregon,,,,Pinot Noir,,,,,,Red
Evening Land Vineyards,USA,Oregon,,,,Pinot Noir,,,,,,Red
Massolino,Italy,Piemonte,Alba,,,Barbera,,,,,,Red
Evening Land Vineyards,USA,Oregon,,,,Pinot Noir,,,,,,Red
Evening Land Vineyards,USA,Oregon,,,,Chardonnay,,,,,,White
Evening Land Vineyards,USA,Oregon,,,,Chardonnay,,,,,,White
Evening Land Vineyards,USA,Oregon,,,,Chardonnay,,,,,,White
GB  GB Burlotto,Italy,Piemonte,,,,Pelaverga,,,,,,Red
GB  GB Burlotto,Italy,Piemonte,Langhe,,,Freisa,,,,,,Red
GB  GB Burlotto,Italy,Piemonte,Alba,,,Barbera,,,,,,Red
GB  GB Burlotto,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Produttori del Barbaresco,Italy,Piemonte,Langhe,,,Nebbiolo,,,,,,Red
Cerbaiona,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
Villa I Cipressi,Italy,Toscana,Montalcino,,,Sangiovese Grosso,,,,,,Red
Charles  Charles,USA,Washington State,,,,Chardonnay,,,,,,White
Charles  Charles,USA,Washington State,Columbia Valley,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,Red
CHARLES SMITH WINES,USA,Washington State,Columbia Valley,,,Riesling,,,,,,White
CHARLES SMITH WINES,USA,Washington State,Columbia Valley,,,Syrah & Shiraz,Viognier,,,,,Red
Villa I Cipressi,Italy,Toscana,Montalcino,,,Sangiovese Grosso,,,,,,Red
Talenti,Italy,Toscana,Montalcino,,,Sangiovese Grosso,,,,,,Red
Talenti,Italy,Toscana,Montalcino,,,Sangiovese Grosso,,,,,,Red
Echeverria,Chile,Central Valley,,,,Sauvignon blanc,Moscato,,,,,White
Echeverria,Chile,Curico Valley,,,,Cabernet Sauvignon,Merlot,,,,,Red
Echeverria,Chile,Curico Valley,,,,Merlot,Carmenere,,,,,Red
Echeverria,Chile,Rapel Valley,Colchagua Valley,,,Cabernet Sauvignon,Carmenere,,,,,Red
Echeverria,Chile,Rapel Valley,Colchagua Valley,,,Syrah & Shiraz,,,,,,Red
Echeverria,Chile,Aconcagua,Casablanca Valley,,,Pinot Noir,,,,,,Red
Echeverria,Chile,Maipo Valley,,,,Cabernet Sauvignon,Malbec,Petite Sirah,Carmenere,,,Red
Marchesi di Barolo,Italy,Piemonte,Alba,,,Nebbiolo,,,,,,Red
Marchesi di Barolo,Italy,Piemonte,Alba,,,Nebbiolo,,,,,,Red
Marchesi di Barolo,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Hard
Ferghettina,Italy,Lombardia,,,,Chardonnay,,,,,,Sparkling
Firesteed,USA,Oregon,Willamette Valley,,,Pinot Noir,,,,,,Red
Tenuta Rubbia al Colle,Italy,Toscana,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Syrah & Shiraz,,,Red
